xbox,ybox,width,height,onpix,xbar,ybar,x2bar,y2bar,xybar,x2ybar,xy2bar,xedge,xedgey,yedge,yedgex,letter
5.1887,10.5403,7.04407,8.15093,5.55022,8.13635,5.57964,2.50279,3.9193,8.77856,3.6865,7.7737,2.72716,6.70616,2.91675,9.28641,B
3.7182,8.77282,5.3581,4.75855,2.9472,5.77863,6.74643,6.45642,6.11916,6.07743,5.97842,10.7911,2.85156,7.11449,4.83863,8.89869,B
5.01403,11.3809,5.03017,6.4118,3.31972,11.0585,3.85848,3.82315,2.71616,10.617,3.39204,9.95787,4.18861,5.65955,3.79253,9.61025,A
2.96852,4.5633,4.3511,2.14846,2.62114,7.0718,8.31527,4.12183,4.35186,10.5482,8.02886,6.64179,2.88699,9.18573,3.65186,6.71415,B
5.70325,10.1195,6.8069,6.56982,4.71524,8.24889,7.70277,6.96819,7.85561,9.8166,6.52344,11.0457,2.13051,9.50765,4.66772,10.9354,C
5.89192,9.61343,5.47953,3.11543,0.672072,3.71661,7.5683,2.57402,3.58112,11.9247,11.3673,11.4025,0.238625,7.38222,4.4086,7.51368,Unknown
2.22988,2.03232,2.88094,2.41321,1.8318,8.26393,6.68186,5.08623,6.35763,7.54752,5.39427,8.40285,2.27234,8.5625,4.74615,10.3364,B
2.53532,6.97707,3.59165,5.89659,2.29947,9.93244,3.28408,3.02693,0.832579,7.63646,2.49553,8.67386,2.3034,5.3762,2.6696,7.58779,A
3.34015,8.08824,5.67718,7.51957,3.66878,10.0466,3.87747,1.8303,1.10479,8.8104,0.26799,8.50534,1.89181,6.59652,2.19017,8.60111,A
3.26078,8.81747,4.76633,5.30806,2.6168,10.2426,3.50924,2.94084,2.06886,8.97364,0.652995,8.42927,2.18176,6.18683,2.44347,7.90649,A
4.11656,8.64654,6.16124,6.99741,4.40904,7.25304,8.61045,4.39076,7.40411,11.5932,6.11417,8.58526,1.50764,8.72325,4.87611,9.17467,B
3.60906,5.17163,4.10919,3.41399,1.22988,5.98725,6.48936,5.99265,7.8259,6.79334,5.08769,11.4503,1.65747,7.46129,3.80254,8.75437,C
2.29973,4.06425,3.02939,2.74172,1.29217,10.3237,2.13098,3.31896,1.35078,9.14303,2.50205,8.91695,2.33538,6.89265,2.46285,8.6007,A
10.3914,14.5895,10.1169,9.14863,7.16827,7.84865,6.29313,5.54513,4.13336,7.5186,5.56627,14.0217,6.24211,10.9392,10.2141,10.6769,B
15.3242,10.3105,2.1217,3.5276,2.21877,14.2575,3.50039,5.54746,5.47291,14.6454,6.95487,16.1811,8.70883,6.29006,9.80061,16.1713,B
4.01871,7.10193,5.26096,4.83828,4.19419,6.62585,6.83332,4.58017,5.39018,7.24767,4.85508,9.7865,4.12303,6.89029,4.94678,7.84237,B
3.56135,7.06869,7.45893,8.20722,5.27674,8.22927,7.47988,3.99753,2.34467,7.01374,2.13117,8.4606,4.5937,7.94312,3.80344,5.7387,A
5.81264,11.5035,8.08211,8.78436,6.47178,11.8431,5.39553,3.41876,5.6822,10.4861,1.8966,6.58255,1.48693,7.40371,4.47821,9.9607,B
3.01788,7.79044,4.20421,5.56762,2.8242,5.35694,7.98989,5.86159,6.19869,10.7939,8.12148,11.5434,2.12856,9.74894,4.77037,8.22526,C
2.35864,6.654,3.96294,4.98903,1.41946,5.82189,7.2482,7.28744,7.55349,7.4613,6.35341,12.3655,1.09614,8.73726,3.30012,9.32393,C
3.88957,5.71172,4.74424,3.60611,2.41358,8.78987,3.13165,3.34204,2.68863,7.90274,2.58832,8.87012,3.58128,6.14233,3.0624,7.98598,A
4.63007,11.0914,4.83616,7.45237,5.17056,8.04394,7.70496,8.74037,8.49432,7.15806,6.31397,7.27711,1.2585,8.65706,10.9747,10.8572,B
7.57346,13.203,8.06965,8.78706,6.92655,6.65688,7.87786,4.57376,6.15063,9.44026,7.8137,8.89122,5.25212,8.48412,7.00345,9.24326,B
17.4616,23.8392,0.387785,-2.76332,-5.42551,27.9011,-1.2425,12.0842,6.3811,39.9873,20.5979,34.0918,-7.63316,10.2591,11.2956,25.9746,Unknown
1.77656,8.17541,4.81224,5.75129,2.30488,9.49485,3.03129,1.96061,1.33655,8.36539,0.826061,6.47388,2.92759,5.63068,2.77656,7.17752,A
3.33614,6.83392,6.19867,5.89074,2.73227,6.16669,5.79072,3.50903,3.85251,5.96086,0.995035,8.50054,2.11483,7.00268,3.061,7.7955,B
8.96682,12.7904,8.29297,7.44199,4.44801,3.63901,8.3394,5.18969,8.5035,11.3291,10.31,12.781,2.13392,9.27321,6.7915,10.4643,Unknown
1.79794,2.4161,2.49627,0.743602,1.02891,6.56983,4.53413,3.04048,2.8828,7.86399,4.7916,9.73262,1.60779,8.12093,2.6475,9.01588,B
3.06857,4.20998,4.29902,3.699,1.13919,10.4741,3.08696,2.95807,2.74528,9.08671,0.0959914,8.733,1.90266,6.98596,2.35155,9.20996,A
6.2029,-2.93098,14.9074,-3.61882,-3.65678,11.683,10.5404,2.378,8.21707,12.0481,12.1683,3.44062,16.0696,7.16902,-8.87086,3.57731,Unknown
4.4764,10.1622,7.06812,5.9237,3.95633,11.4753,1.90871,2.32593,1.47508,9.84962,1.6255,9.46871,3.56793,4.41011,4.83699,9.79278,A
2.53575,5.33747,3.69003,3.68771,2.51511,6.77304,8.38038,4.84549,6.94194,12.2318,7.28983,8.71734,0.902,9.61277,4.47803,8.66979,B
4.34912,4.89547,5.77534,4.07091,6.70035,8.85877,8.36521,7.26783,6.86438,7.914,6.87201,6.99056,3.81609,9.52121,8.96114,8.47917,B
4.57398,9.84074,6.53468,7.24294,3.77925,7.59654,4.61829,1.92045,2.73632,7.12511,1.29433,7.20436,2.16955,7.00027,3.48464,8.02722,A
2.87237,4.57854,3.72859,3.07201,2.38015,6.42086,7.85071,5.29396,5.23191,9.30698,6.66345,7.88271,2.8495,9.56969,3.77527,8.54547,B
5.2324,11.7104,6.43729,9.78568,3.68466,3.39054,6.51835,5.48143,10.796,5.215,6.71899,13.5965,1.48681,8.19219,3.71446,8.54136,C
4.87934,10.9441,6.3553,8.87282,9.20452,7.26695,7.01378,7.47577,4.97681,8.65042,7.70741,6.22515,4.24645,10.3213,9.63582,7.13879,B
3.98182,7.09758,3.91752,5.01958,1.23394,7.08888,6.71162,3.72843,1.55013,7.31311,2.12671,7.31129,2.89194,7.06744,2.5493,8.93007,A
3.93781,10.7809,6.38902,9.20758,3.73262,12.7034,2.13042,3.14075,1.44136,9.81614,0.597365,9.54692,1.24773,7.16116,2.94346,8.19507,Unknown
6.8054,9.3913,7.73246,6.83075,5.8842,10.3085,2.77757,3.64354,4.02609,9.33264,2.3596,8.69531,3.97746,8.67021,4.63104,8.08231,B
3.099,1.21416,3.36013,1.65483,1.53027,5.76057,5.22605,4.18886,3.45213,5.86026,3.45658,7.68425,2.69475,7.30948,4.99758,8.03206,A
4.7718,9.54314,6.81162,6.92997,5.2086,9.93221,4.85748,2.57256,4.45016,8.74885,2.82947,6.57452,2.67036,6.90471,4.58193,7.82953,A
5.88292,10.726,6.61461,7.54814,5.92135,7.8935,7.37527,2.84146,2.86847,8.8563,5.66753,9.87624,6.74515,10.1199,7.02909,10.6398,C
4.68165,5.38626,7.95398,5.77996,8.55067,10.7061,7.43295,4.74361,4.32732,8.99917,8.19149,7.27689,4.0938,10.4086,6.89747,12.9503,C
3.47974,7.04891,3.95466,4.63196,3.82183,7.33089,6.90591,6.71309,5.74925,7.53621,5.89919,6.37366,2.15681,8.90148,7.47789,8.65671,B
6.06032,10.744,6.11078,7.1628,5.28544,11.0935,2.08516,3.06829,2.34202,9.28796,2.70403,9.35279,5.47647,4.44084,5.06411,9.33703,A
4.17466,7.6568,5.17601,5.42844,4.09073,9.04084,6.46753,5.89809,6.63134,7.34535,5.4731,8.36549,3.04889,8.98519,6.01776,9.53329,B
3.56741,9.05231,5.60148,6.32516,6.26887,7.96797,7.04175,3.56147,5.61858,8.52248,5.91399,6.99204,4.36965,8.42881,6.11234,8.40527,B
4.59655,11.7759,6.16112,7.68936,6.38044,7.92898,4.08989,2.65509,3.99477,6.7783,3.86291,8.75968,4.01168,7.66342,5.4384,9.16537,B
3.2618,5.14858,4.28093,3.5388,3.90459,8.76915,4.87307,3.03811,5.15105,8.40045,3.74368,6.03221,2.01499,7.56788,4.33953,8.68156,B
5.79241,16.415,3.79304,18.8582,20.9679,2.33856,-4.83289,-4.7593,-2.46187,-10.8159,0.683687,6.10203,9.26754,11.1987,10.4447,6.36537,Unknown
5.26266,9.97406,5.49642,6.80862,3.89499,10.9978,0.506067,3.22398,1.96613,8.3914,2.38059,9.59818,3.51387,5.47864,3.44996,7.6953,Unknown
6.45605,11.9213,7.43318,7.44355,6.53534,6.10217,6.84929,2.19261,3.49289,6.19463,3.70607,7.42488,4.9195,6.72449,7.1831,8.26792,B
3.69315,5.43208,4.1615,5.58217,4.13099,5.84283,6.98748,6.42883,5.91174,6.42099,5.26228,5.5174,2.76101,7.63523,8.14595,10.0029,B
4.39751,7.53227,4.93385,5.46137,3.19939,10.2569,1.30736,1.60477,2.51015,8.58569,2.07884,9.51314,3.11169,5.27862,3.68518,7.45108,A
8.609,5.1294,10.5526,3.69895,24.7276,20.7772,-6.23511,-1.15033,1.89428,44.8689,10.2347,25.6646,38.8389,15.7908,37.469,28.5992,Unknown
2.2976,7.31982,3.63214,3.68103,1.35962,9.88262,5.2388,3.81284,3.07979,9.94563,2.73531,8.3585,3.19522,6.81692,3.85107,9.24375,A
5.78465,11.5102,6.37372,8.70663,6.10953,8.51916,4.35967,1.46579,1.39326,6.19129,3.4893,7.82284,4.34383,4.10588,3.5512,4.17789,A
2.26641,5.91791,4.82039,6.08128,2.14262,4.24513,7.74158,5.12003,12.2391,7.46701,7.92086,18.0696,-1.00925,8.56252,2.66426,10.7523,C
6.52389,12.6913,7.13743,8.64711,4.61534,8.79692,2.1106,2.31081,4.27084,8.06921,3.5704,8.67784,3.14952,5.22835,5.46535,9.81782,A
5.48079,9.68165,8.43007,6.53273,11.935,9.3151,6.73747,3.00549,4.87639,6.34093,5.86097,6.94164,7.78439,9.31437,7.17902,4.2596,A
6.07865,12.7757,5.54954,9.25378,5.00372,6.97431,6.88145,6.80343,4.05124,7.69807,4.62052,9.18062,6.4895,8.10653,5.98118,9.02372,B
3.08102,5.71342,4.03911,4.91475,3.40138,6.62789,7.01454,6.87504,6.50715,6.1101,6.83804,6.87491,0.894374,8.00855,6.93354,9.93586,B
2.2249,5.49731,4.09775,3.9415,2.00676,4.84136,7.87008,5.66062,6.90736,7.57731,6.8685,11.3944,1.22376,8.35692,3.75118,9.36008,C
3.31574,5.7992,4.98076,4.06149,3.29923,7.95115,6.31599,4.14629,5.81454,7.95155,4.48986,8.11304,2.48746,7.72126,4.2019,9.00498,B
1.64289,1.9063,2.36049,1.21777,0.841599,6.31896,3.26231,3.60775,3.80175,6.39042,3.72077,10.1092,1.28882,6.93654,3.40485,8.12518,B
3.95039,9.58354,5.36208,6.33483,4.40454,9.31269,5.18719,1.69739,3.62329,8.46086,2.01128,6.77068,4.64247,6.78513,5.17046,7.50695,B
4.32271,9.85208,5.90014,7.01127,4.52409,13.7052,2.73441,3.19789,2.84287,11.5654,1.86181,10.0921,3.02858,4.71012,3.58678,9.48741,A
6.78957,13.662,6.24879,7.62248,4.22865,6.37751,7.59442,6.23372,2.76268,8.30751,4.89505,9.07219,4.55768,7.23987,3.99752,9.29444,B
3.81847,4.25157,5.89638,5.542,1.58733,6.82886,4.48257,3.0361,2.04711,6.929,0.368087,6.59443,3.0361,6.5408,2.26314,8.1817,A
4.57287,9.92736,5.37301,6.0389,2.08756,7.19645,8.55457,7.54698,8.77627,12.2916,7.85309,13.5186,1.72082,11.7944,2.57342,10.6813,C
6.01549,7.62224,7.51046,5.47388,7.55478,9.45725,5.64316,2.74934,3.40992,7.53492,3.84361,5.91601,5.27684,6.80974,6.3898,3.26529,A
3.77242,7.04908,4.16216,4.4542,5.72304,6.43072,5.55989,5.08808,3.74107,6.35,4.6641,5.64011,3.18158,7.32757,7.75041,8.46766,B
4.89649,10.108,5.43039,6.38374,2.63256,9.45795,3.64314,1.84811,1.81992,8.00351,1.28198,8.66873,3.67164,5.39537,3.40254,8.97982,A
3.31453,8.47219,3.86424,5.36966,2.43092,5.43755,7.19567,4.24745,6.00482,7.56979,5.40201,8.73248,1.87296,6.72462,3.99245,7.36328,B
5.95333,12.0857,18.2674,12.7005,14.9829,11.7486,3.38039,2.7443,2.56711,13.323,9.70564,7.52122,11.7792,10.0621,17.4503,8.48433,Unknown
3.87821,3.86297,6.14868,8.27241,6.8219,12.0129,8.39767,8.47482,2.86736,8.08722,7.71351,8.38522,6.21358,10.7575,9.3778,4.06391,A
4.11867,8.26102,4.71336,4.83802,3.74546,8.79077,9.01738,5.50284,8.17391,10.8684,6.85085,9.17065,1.07369,8.12013,4.59209,11.7743,B
3.58989,7.79747,4.92723,5.55834,2.16748,8.22405,2.87472,3.72973,4.70195,5.90912,2.76161,10.4922,0.722377,6.99022,4.44305,6.40992,B
3.0296,8.52673,5.64638,6.43341,2.62789,7.2804,1.89283,1.57593,1.3607,5.66469,-0.238804,7.05003,3.35857,5.30553,1.92724,6.39416,Unknown
3.96171,8.58184,5.5523,5.48871,4.79656,7.31532,6.56219,5.1879,6.13054,6.64888,5.24627,9.45797,2.18949,7.42817,4.31279,8.09562,B
2.6423,5.77224,4.69851,4.73039,2.27695,10.2788,1.58067,2.40609,2.67288,9.27713,1.89774,10.5211,1.90457,5.30754,2.42094,8.19765,A
27.1355,10.947,37.3982,15.9363,10.7789,1.02109,20.6402,1.83809,-21.2731,1.70279,21.9116,22.8268,29.6411,30.5686,-25.5323,-33.7351,Unknown
4.8704,11.8992,6.36188,7.22156,4.60593,9.23598,5.66374,3.46643,7.73808,7.91441,3.28363,7.15499,2.67582,5.90123,4.88743,8.91081,B
2.6408,6.56554,3.94685,5.26457,2.60611,5.93857,5.5382,3.62788,4.36044,6.81537,5.12845,10.8819,3.70411,7.79236,4.35064,9.14237,B
1.60072,0.869396,2.85247,1.57742,0.328415,9.96733,2.29074,2.07144,0.726838,9.55516,2.49218,9.1304,1.99989,5.80597,0.857322,8.1886,A
6.1118,9.00512,5.66705,3.82149,7.43654,9.16516,8.91508,3.4967,2.0929,7.81888,5.25609,6.58709,7.17916,7.72849,7.67487,5.09232,B
4.67249,7.12442,7.84871,5.76887,8.74154,4.78723,7.39383,3.46093,3.78271,5.63033,8.1558,11.3416,9.47894,10.6681,8.57393,5.93663,C
2.88142,9.73959,4.99238,6.48781,2.89983,10.3642,4.17831,3.90717,3.71208,10.6528,2.77606,10.6499,3.43514,6.62244,3.81766,10.0802,A
4.09019,8.18789,5.96055,5.24181,4.96782,8.39219,7.64679,4.96336,4.72501,6.28783,6.45597,5.82426,6.42214,7.56432,7.66285,8.67975,C
1.96028,4.87674,3.86503,3.84024,1.02925,4.8225,8.38318,7.56169,7.9994,7.44528,7.45337,14.823,0.872704,8.33685,3.41905,10.1162,C
7.44344,16.8849,8.23923,10.1836,4.9075,9.39197,5.53831,4.9438,2.62398,9.26518,4.45914,11.2644,4.90041,6.9588,4.92593,10.0102,C
5.56758,10.2772,7.38543,6.47946,6.22408,6.79756,9.23656,4.78809,5.95249,9.27868,5.59788,11.501,6.86132,8.5759,6.44782,7.90354,B
4.91116,9.97566,5.44611,5.56619,2.68743,9.07955,3.211,3.40078,3.76901,7.94208,1.72803,8.29111,1.99205,6.1912,3.72824,8.40924,A
5.29207,9.59545,5.56233,6.28095,4.04879,9.06483,6.55566,4.02946,4.08959,9.84074,5.24142,8.92223,4.19619,6.87674,5.63973,8.82099,B
3.12256,8.86306,3.83356,4.36432,4.50446,5.7921,9.1867,3.47653,2.07837,6.57052,4.67956,10.2747,6.527,8.39736,8.09209,8.71142,B
3.02477,4.39525,3.69323,3.81814,1.16371,10.8398,2.31071,2.61937,1.06625,9.56384,1.75909,9.65197,1.0422,5.79868,1.18095,8.19896,A
2.0187,8.72352,2.76508,5.6631,2.25542,5.70125,6.96503,7.98558,6.19614,6.66802,5.69744,7.80724,2.08694,7.20733,5.1594,7.04226,B
2.61874,6.02048,5.62897,4.96771,3.14492,9.72306,2.18837,1.94321,2.47421,7.32148,2.44701,7.7254,2.02379,5.82294,2.95094,6.99821,A
3.07894,9.16917,5.58731,6.22805,4.02669,8.73898,4.92532,1.46141,3.94778,8.4365,2.21006,6.16559,2.92048,6.31375,3.72793,6.5326,A
3.7207,5.41451,5.71904,4.894,4.32093,8.45073,9.22282,5.58642,7.47661,10.1269,6.47657,9.77626,2.63638,9.66142,5.78764,10.7225,B
4.94612,9.62316,8.49866,7.71841,8.09596,7.77242,6.92584,0.670517,2.80587,7.78201,5.50653,10.7405,8.28651,7.05297,5.93534,8.03924,C
3.56903,2.81464,4.35109,2.72152,2.55051,7.30375,8.50276,5.91387,6.92115,9.36347,6.5228,9.60699,0.99527,9.08894,4.48983,10.0686,C
6.45176,12.8674,6.44556,8.5494,3.58026,9.10421,5.23157,3.26463,1.52953,8.46825,1.15805,8.7016,2.97706,6.37701,4.43878,9.77144,A
3.56897,5.03253,3.94815,3.18872,3.52254,8.68282,6.71524,3.56991,5.68817,9.28522,3.20917,4.88697,2.30924,7.88656,5.93701,9.46631,B
3.24174,10.2563,5.18927,7.05505,4.38485,7.3953,9.15177,7.08983,6.35417,8.772,7.70809,9.52399,1.7113,9.26464,5.99846,10.8151,B
2.33144,5.74675,3.29623,3.86287,2.16335,10.5525,2.75071,1.89062,1.4465,8.97665,1.57794,8.90342,2.06936,6.93643,2.47668,8.59433,A
6.14876,9.94254,8.99821,8.53934,6.79663,9.77495,4.27639,3.93949,5.52538,9.72165,3.14389,8.53019,4.52793,7.67184,4.36564,8.67434,B
3.88189,10.6506,4.31379,3.71356,0.681358,10.3844,5.77781,8.04187,8.07172,10.1031,6.19861,16.214,1.65087,7.63676,3.95746,12.4539,B
2.10042,6.45415,3.93335,4.40076,2.77015,7.93581,3.58816,1.09614,0.856572,5.72671,1.81911,7.5992,3.86254,5.52021,2.06935,6.12553,A
1.98941,6.84327,4.31258,4.94012,2.14662,8.1162,5.47438,3.14681,2.53519,7.83901,2.03254,8.17042,2.15041,6.86329,2.45346,8.44961,B
3.72631,5.76847,5.77789,2.84803,8.594,11.45,7.4298,6.62851,5.28012,3.20703,10.5285,2.43401,7.48868,10.9032,6.39606,8.2681,B
2.71632,5.89437,5.18085,4.80195,2.56177,9.1892,3.05525,1.5883,2.41604,7.66815,1.29842,8.51322,2.24221,5.93378,2.37565,7.9984,A
3.30495,8.09325,5.51993,7.26098,3.66375,10.5064,3.85949,2.54705,2.30594,8.96371,1.35378,8.95961,2.45915,7.88812,3.22821,8.29473,A
4.25867,7.47108,5.52624,5.31583,3.67414,7.75098,9.475,6.57025,7.16064,10.1804,7.77749,10.2201,2.27754,9.78418,5.4403,9.77026,C
3.84862,5.00384,7.01905,5.63193,2.30926,8.31779,4.91516,3.61136,1.96072,8.33263,2.70035,7.97776,3.24881,7.30081,2.77347,8.31353,A
3.69145,8.15998,5.94261,6.69321,4.97528,8.74378,3.72302,3.15576,4.24011,8.38441,2.21262,6.93962,1.97856,6.65504,5.18681,8.80388,B
5.26613,9.53088,6.86359,5.65531,5.46394,7.6962,5.90619,4.62737,5.23431,7.95787,3.94345,7.67651,2.44425,7.21541,5.14192,9.75051,B
1.56458,2.33691,3.68334,2.56563,0.680762,6.50763,4.43077,3.32472,3.06144,7.05812,3.47382,9.67241,1.39063,7.62056,2.09318,7.42985,B
1.21017,-0.880841,0.713114,-1.27529,-0.313022,4.31235,5.36775,1.99803,4.53876,7.85261,3.36264,7.02711,2.76755,7.45673,1.15043,5.34105,B
6.90624,14.8937,6.59697,6.94427,3.2592,7.15718,5.79315,6.06466,10.2159,7.9421,5.10153,11.7554,1.33203,6.79067,4.00001,8.93762,C
2.69085,5.00187,3.58913,3.5609,1.31685,5.11379,8.15372,5.32079,6.66612,10.0444,7.58552,10.6563,0.705471,9.09275,3.51934,6.83886,C
3.4384,5.58573,4.24537,4.30019,2.43579,11.539,1.37539,2.43054,2.77551,10.1853,1.57025,9.41648,2.06269,6.08228,2.53065,8.48481,A
3.23044,9.69278,5.58562,7.16281,3.81226,11.3294,2.82637,2.75294,2.28904,8.69794,1.21659,9.4724,2.5427,6.26821,2.63295,7.86627,A
3.05866,5.85402,5.00577,4.79992,4.17317,6.84183,7.09111,4.70301,5.06592,6.97901,5.93625,8.43953,3.44913,8.36997,5.60391,7.35912,B
8.09676,10.1737,6.3357,6.22394,6.01331,6.2992,4.91976,0.936377,0.953515,8.39398,6.20176,10.454,8.59359,7.31475,6.3135,9.381,C
3.27382,5.37111,4.46863,3.97837,3.44554,7.62602,7.52606,3.93727,4.29371,7.94084,5.4171,7.2376,2.55241,8.65367,4.1158,8.73801,B
1.78336,3.57257,3.47219,3.70352,0.535119,5.25072,10.7263,7.2487,12.5365,13.9489,10.8609,18.084,0.378521,12.458,2.20882,9.5276,Unknown
4.48354,12.6259,3.82419,6.93652,3.53093,6.62061,4.01523,3.36782,0.587143,8.30737,3.85053,7.62799,2.57219,4.76778,6.17675,7.90483,B
4.05548,6.704,5.39597,3.86837,2.5578,8.20935,1.69494,2.08222,1.61089,6.69817,1.98012,8.84783,2.51386,6.77602,2.50116,7.25201,A
8.95263,12.0395,6.89093,8.07356,3.98278,9.64815,6.71836,3.15424,5.35839,7.58918,4.95112,9.0034,5.01965,6.36558,6.88979,11.9531,C
5.22718,11.7984,8.08728,9.42421,6.71099,8.61096,8.80833,6.76167,7.14801,10.3088,6.05664,7.38278,2.0973,9.98158,9.05981,10.9687,B
3.40835,6.22297,6.12493,4.66487,5.14875,10.0714,6.18366,2.52104,6.09473,8.35448,4.99429,6.30817,2.0458,7.82563,5.18666,8.51735,B
1.45107,4.49509,2.66191,2.42096,1.60751,8.29708,8.39506,4.19511,5.16599,10.6919,6.44863,7.06577,2.43667,8.02997,5.03015,9.53145,B
5.04901,8.79841,5.26625,4.8077,5.2771,8.84228,5.87466,2.03327,5.27481,6.31672,6.86227,6.08327,7.29578,8.59711,5.42733,6.66061,B
1.9291,6.80858,4.10014,4.38161,3.14763,8.18268,2.873,2.79631,1.20932,6.82067,1.69888,6.98059,2.66988,6.18277,1.688,6.76036,A
5.17358,10.7265,4.32136,6.21446,4.80049,7.45271,8.1065,7.2675,5.86572,7.44793,6.56314,8.43502,3.17593,8.40679,8.73365,10.1516,B
4.16767,8.82549,6.67379,7.69347,4.52516,10.093,2.3864,0.0946753,2.92392,7.90166,1.60029,6.45742,2.9976,5.91792,4.69966,7.76664,A
4.17318,6.52956,5.41846,4.90957,3.83812,6.25777,6.04617,4.78351,5.89188,6.21029,4.12931,8.51239,2.41619,8.57616,5.46731,8.3052,B
8.07563,13.8077,9.10954,9.30347,9.74074,8.73285,8.01386,5.78565,3.64872,11.686,6.96343,13.4895,7.90575,12.6662,9.73293,14.4356,C
4.50634,8.80155,5.77747,5.98189,4.71859,5.78817,7.58388,5.09966,5.0787,8.76513,6.49013,8.78157,3.65972,8.37038,6.02086,7.02272,B
2.6177,3.8018,4.4884,4.62521,1.2511,5.94133,7.77522,7.63141,9.91715,7.36675,6.26528,13.2498,0.519338,8.81835,5.97049,10.1303,B
0.573128,-1.06249,1.74721,-1.47823,-0.75881,6.82905,7.9303,6.10274,4.50188,5.86073,5.72858,9.4734,0.637046,9.08639,5.4672,10.2534,B
6.17966,10.4417,5.78609,6.38198,3.35381,2.35516,5.80646,2.6397,2.6981,7.79051,7.03434,11.0426,4.58074,9.38819,3.77504,6.76829,C
3.62323,5.04096,4.51659,2.95027,2.08919,9.9726,3.60407,2.95478,2.70519,9.6293,2.79103,7.75086,1.30721,6.19188,3.3276,9.27548,A
7.24082,13.2163,7.82259,8.16341,3.84356,13.5491,3.17505,4.50273,1.1356,11.9482,1.22227,10.2159,2.23232,6.30393,3.16477,9.44273,A
4.82595,10.6289,4.80643,6.88923,4.63361,5.36909,5.14865,5.94134,4.84284,8.31764,6.02964,6.83877,5.22564,6.68114,7.43203,7.31822,B
3.3084,8.18847,4.24283,4.99537,3.69374,10.7794,3.5541,2.50828,1.23609,9.08581,1.01047,8.70034,2.4976,6.85017,2.64887,8.95878,A
2.27344,5.37341,4.25755,4.73376,1.34657,7.43828,4.549,2.89759,2.09067,6.92204,1.24412,8.99062,1.87598,7.57646,2.40257,8.23504,A
5.53258,8.60596,6.76398,6.70501,5.28759,7.81167,7.1826,6.26549,7.29954,7.88522,5.32925,5.51916,2.67376,6.77401,8.84894,10.6254,B
2.00365,7.36306,2.80949,4.34447,2.05996,9.30083,3.98126,5.0627,4.98653,9.79554,4.89845,11.8302,2.17323,7.59675,3.01535,9.65017,B
5.19086,11.4185,5.92641,7.27212,2.73224,7.22153,3.92756,4.80874,2.82906,6.7005,2.88618,9.22482,3.85539,6.08601,3.79586,8.20859,A
3.84181,9.6108,5.55794,6.87905,5.37566,7.08024,6.44066,5.69414,4.85707,6.77316,4.69416,6.43639,1.85409,6.6713,5.61779,4.83607,A
3.91351,7.13687,4.37236,5.03191,3.14293,9.08978,9.57651,6.67157,7.8546,10.811,7.37896,7.09336,0.640259,9.67089,5.09993,7.33035,B
6.01199,5.46289,6.96358,7.11913,2.71849,6.16335,6.72178,8.42385,14.4044,5.17133,6.82468,16.7861,0.291741,9.78434,5.19717,10.458,C
5.6249,12.1094,8.11575,8.57633,6.91465,8.87745,4.42653,2.71349,5.85677,7.10497,4.77364,5.95001,4.1073,7.81998,8.03927,8.4442,B
4.16859,12.141,6.94601,9.26911,6.57991,9.25443,3.9334,1.69479,4.49144,7.27965,2.15623,5.28101,2.058,6.37266,5.05345,7.40762,A
4.11594,8.91608,6.67888,6.58413,5.95257,8.61998,7.7019,1.62416,3.39202,8.2158,4.11899,5.9306,3.75439,7.99361,5.2512,8.34778,B
3.10372,9.58286,4.5505,6.07094,4.53477,6.5473,5.77652,6.36972,5.09075,6.47707,5.25508,6.90232,1.85195,7.8129,7.01514,9.76334,B
3.81047,10.4319,3.50166,6.30053,2.18915,5.50787,5.38576,4.67387,2.42349,9.82468,5.40031,10.5751,2.51511,7.98946,3.72733,8.31547,B
8.59635,14.6638,9.14434,9.84542,10.7032,6.66737,5.23802,4.42594,5.43444,9.25541,4.58758,9.674,9.56484,6.91222,7.95593,6.77758,B
3.22922,4.87795,4.66194,3.73175,3.26411,5.6488,7.21544,5.49475,5.57546,7.45019,5.62515,7.77421,1.82012,8.16221,5.27151,7.07034,B
5.78466,8.74969,7.55032,6.69112,4.66694,4.56893,7.84703,7.86364,8.55216,10.1622,7.75358,7.93211,2.19745,9.49515,5.87467,6.03084,B
2.66995,5.07137,5.0641,4.90058,3.09722,9.17095,3.0555,2.0942,1.95751,7.09707,2.09171,7.85691,2.05234,6.28412,2.13552,5.61259,A
3.21548,8.35184,4.2513,5.60018,2.8976,6.54614,8.45012,5.91652,7.34984,9.98817,6.26828,8.70088,1.25057,8.83791,4.05606,9.19824,C
2.82172,8.45247,5.96719,7.38233,3.91054,12.1662,2.78293,1.58191,3.87783,9.97248,1.02563,7.76557,1.87051,6.92543,3.65082,8.66149,A
2.40172,5.43004,4.09107,3.97334,1.49906,6.81243,2.32892,1.49325,1.03331,5.95827,0.14892,6.62537,2.38261,5.70356,2.03593,6.11608,A
5.15844,15.336,8.04577,8.28034,3.91968,13.2482,4.3675,3.017,0.926707,9.53108,0.776035,8.46045,3.24869,4.67869,2.63921,8.85252,C
2.80653,7.20671,4.24179,4.79762,2.60153,9.23741,3.40081,3.02071,3.31373,7.60326,2.29041,8.14498,1.83017,6.73573,3.04459,7.97155,A
